"Stadium","Year","Spectator Count","Duration of Game","Stadium Capacity","Capacity Percentage"
"T-Mobile Park",2024,35460,161,47929,73.98
"T-Mobile Park",2022,37694,165,47929,78.65
"T-Mobile Park",2022,23581,182,47929,49.2
"T-Mobile Park",2021,6504,195,47929,13.57
"T-Mobile Park",2023,38732,149,47929,80.81
"T-Mobile Park",2023,36249,167,47929,75.63
"T-Mobile Park",2023,38219,174,47929,79.74
"T-Mobile Park",2024,23312,153,47929,48.64
"T-Mobile Park",2021,11112,211,47929,23.18
"T-Mobile Park",2022,38804,247,47929,80.96
"T-Mobile Park",2023,25770,178,47929,53.77
"T-Mobile Park",2022,17412,185,47929,36.33
"T-Mobile Park",2022,16422,216,47929,34.26
"T-Mobile Park",2021,7201,154,47929,15.02
"T-Mobile Park",2024,36629,197,47929,76.42
"T-Mobile Park",2024,23534,136,47929,49.1
"T-Mobile Park",2024,21129,152,47929,44.08
"T-Mobile Park",2023,40035,186,47929,83.53
"T-Mobile Park",2022,21485,173,47929,44.83
"T-Mobile Park",2022,24028,166,47929,50.13
"T-Mobile Park",2022,35843,204,47929,74.78
"T-Mobile Park",2024,38956,136,47929,81.28
"T-Mobile Park",2021,18219,191,47929,38.01
"T-Mobile Park",2022,43280,164,47929,90.3
"T-Mobile Park",2021,44169,193,47929,92.16
"T-Mobile Park",2024,32398,141,47929,67.6
"T-Mobile Park",2022,39052,164,47929,81.48
"T-Mobile Park",2023,33771,145,47929,70.46
"T-Mobile Park",2023,40328,155,47929,84.14
"T-Mobile Park",2021,8392,196,47929,17.51
"T-Mobile Park",2024,23027,161,47929,48.04
"T-Mobile Park",2021,16046,192,47929,33.48
"T-Mobile Park",2023,27549,169,47929,57.48
"T-Mobile Park",2021,13551,183,47929,28.27
"T-Mobile Park",2022,42512,156,47929,88.7
"T-Mobile Park",2024,33007,177,47929,68.87
"T-Mobile Park",2023,44921,174,47929,93.72
"T-Mobile Park",2021,20381,211,47929,42.52
"T-Mobile Park",2023,22480,153,47929,46.9
"T-Mobile Park",2021,10452,193,47929,21.81
"T-Mobile Park",2024,31668,182,47929,66.07
"T-Mobile Park",2024,34493,147,47929,71.97
"T-Mobile Park",2022,37109,168,47929,77.42
"T-Mobile Park",2024,27927,140,47929,58.27
"T-Mobile Park",2022,24007,181,47929,50.09
"T-Mobile Park",2023,37942,169,47929,79.16
"T-Mobile Park",2022,25509,160,47929,53.22
"T-Mobile Park",2022,24206,162,47929,50.5
"T-Mobile Park",2022,31589,181,47929,65.91
"T-Mobile Park",2024,39953,170,47929,83.36
"T-Mobile Park",2022,45586,168,47929,95.11
"T-Mobile Park",2024,43448,166,47929,90.65
"T-Mobile Park",2024,20665,151,47929,43.12
"T-Mobile Park",2023,43823,167,47929,91.43
"T-Mobile Park",2021,44229,236,47929,92.28
"T-Mobile Park",2024,40948,137,47929,85.43
"T-Mobile Park",2021,14772,182,47929,30.82
"T-Mobile Park",2022,15264,212,47929,31.85
"T-Mobile Park",2021,18172,188,47929,37.91
"T-Mobile Park",2023,45188,218,47929,94.28
"T-Mobile Park",2024,35062,159,47929,73.15
"T-Mobile Park",2022,32501,184,47929,67.81
"T-Mobile Park",2024,22583,142,47929,47.12
"T-Mobile Park",2023,32368,131,47929,67.53
"T-Mobile Park",2021,7669,173,47929,16
"T-Mobile Park",2021,16547,217,47929,34.52
"T-Mobile Park",2022,27065,167,47929,56.47
"T-Mobile Park",2024,29755,130,47929,62.08
"T-Mobile Park",2021,6883,164,47929,14.36
"T-Mobile Park",2024,33474,146,47929,69.84
"T-Mobile Park",2023,36061,172,47929,75.24
"T-Mobile Park",2022,12570,227,47929,26.23
"T-Mobile Park",2021,12654,168,47929,26.4
"T-Mobile Park",2022,15856,190,47929,33.08
"T-Mobile Park",2022,44754,167,47929,93.38
"T-Mobile Park",2023,39546,173,47929,82.51
"T-Mobile Park",2022,42465,191,47929,88.6
"T-Mobile Park",2022,23907,170,47929,49.88
"T-Mobile Park",2023,18877,169,47929,39.39
"T-Mobile Park",2022,27589,180,47929,57.56
"T-Mobile Park",2023,42430,179,47929,88.53
"T-Mobile Park",2022,26017,165,47929,54.28
"T-Mobile Park",2022,28986,180,47929,60.48
"T-Mobile Park",2023,15646,139,47929,32.64
"T-Mobile Park",2021,15162,234,47929,31.63
"T-Mobile Park",2022,11067,157,47929,23.09
"T-Mobile Park",2024,22233,177,47929,46.39
"T-Mobile Park",2022,17958,182,47929,37.47
"T-Mobile Park",2024,26153,156,47929,54.57
"T-Mobile Park",2024,34255,162,47929,71.47
"T-Mobile Park",2022,43197,166,47929,90.13
"T-Mobile Park",2021,11071,163,47929,23.1
"T-Mobile Park",2022,41210,162,47929,85.98
"T-Mobile Park",2021,9588,157,47929,20
"T-Mobile Park",2023,23329,162,47929,48.67
"T-Mobile Park",2023,36203,140,47929,75.53
"T-Mobile Park",2022,20804,177,47929,43.41
"T-Mobile Park",2021,10014,186,47929,20.89
"T-Mobile Park",2024,32996,161,47929,68.84
"T-Mobile Park",2024,26452,149,47929,55.19
"T-Mobile Park",2021,15483,177,47929,32.3
"T-Mobile Park",2024,33997,129,47929,70.93
"T-Mobile Park",2022,45290,184,47929,94.49
"T-Mobile Park",2022,32398,248,47929,67.6
"T-Mobile Park",2022,22053,168,47929,46.01
"T-Mobile Park",2021,11630,215,47929,24.27
"T-Mobile Park",2024,21322,155,47929,44.49
"Target Field",2023,26716,191,38544,69.31
"Target Field",2022,27021,189,38544,70.1
"Target Field",2021,20676,207,38544,53.64
"Target Field",2021,9993,179,38544,25.93
"Target Field",2024,25806,171,38544,66.95
"Target Field",2021,18812,178,38544,48.81
"Target Field",2022,26073,207,38544,67.64
"Target Field",2022,18595,178,38544,48.24
"Target Field",2024,23587,154,38544,61.19
"Target Field",2023,22650,157,38544,58.76
"Target Field",2023,19201,136,38544,49.82
"Target Field",2022,25246,175,38544,65.5
"Target Field",2022,38802,200,38544,100.67
"Target Field",2024,30314,118,38544,78.65
"Target Field",2022,19581,207,38544,50.8
"Target Field",2023,16242,174,38544,42.14
"Target Field",2022,12932,180,38544,33.55
"Target Field",2021,8608,155,38544,22.33
"Target Field",2022,16361,175,38544,42.45
"Target Field",2022,16732,240,38544,43.41
"Target Field",2024,23805,158,38544,61.76
"Target Field",2021,10270,213,38544,26.64
"Target Field",2022,20867,189,38544,54.14
"Target Field",2022,19909,207,38544,51.65
"Target Field",2022,25044,160,38544,64.98
"Target Field",2023,16882,161,38544,43.8
"Target Field",2023,27570,151,38544,71.53
"Target Field",2021,17923,199,38544,46.5
"Target Field",2021,20803,217,38544,53.97
"Target Field",2024,12443,139,38544,32.28
"Target Field",2022,39030,214,38544,101.26
"Target Field",2024,15660,153,38544,40.63
"Target Field",2021,21384,187,38544,55.48
"Target Field",2022,23647,158,38544,61.35
"Target Field",2022,22249,192,38544,57.72
"Target Field",2024,15177,135,38544,39.38
"Target Field",2024,30517,150,38544,79.17
"Target Field",2021,22240,154,38544,57.7
"Target Field",2021,19605,181,38544,50.86
"Target Field",2022,22332,186,38544,57.94
"Target Field",2022,16686,212,38544,43.29
"Target Field",2021,8071,185,38544,20.94
"Target Field",2022,19016,199,38544,49.34
"Target Field",2023,31403,155,38544,81.47
"Target Field",2023,28218,164,38544,73.21
"Target Field",2024,31569,135,38544,81.9
"Target Field",2021,9982,189,38544,25.9
"Target Field",2022,29593,204,38544,76.78
"Target Field",2024,33835,163,38544,87.78
"Target Field",2023,27100,177,38544,70.31
"Target Field",2024,19142,159,38544,49.66
"Target Field",2022,19005,163,38544,49.31
"Target Field",2024,23229,143,38544,60.27
"Target Field",2023,27617,147,38544,71.65
"Target Field",2024,14710,181,38544,38.16
"Target Field",2021,7853,184,38544,20.37
"Target Field",2022,11829,143,38544,30.69
"Target Field",2023,38465,167,38544,99.8
"Target Field",2023,24390,142,38544,63.28
"Target Field",2023,28553,135,38544,74.08
"Target Field",2024,29638,170,38544,76.89
"Target Field",2021,9969,203,38544,25.86
"Target Field",2022,27570,237,38544,71.53
"Target Field",2021,21034,171,38544,54.57
"Target Field",2024,24488,141,38544,63.53
"Target Field",2024,20363,150,38544,52.83
"Target Field",2024,22545,169,38544,58.49
"Target Field",2021,14222,169,38544,36.9
"Target Field",2022,28514,192,38544,73.98
"Target Field",2023,19692,137,38544,51.09
"Target Field",2021,18861,158,38544,48.93
"Target Field",2021,18302,163,38544,47.48
"Target Field",2022,23225,189,38544,60.26
"Target Field",2022,19365,189,38544,50.24
"Target Field",2022,17101,154,38544,44.37
"Target Field",2023,20511,147,38544,53.21
"Target Field",2024,19609,141,38544,50.87
"Target Field",2023,17150,170,38544,44.49
"Target Field",2022,14295,199,38544,37.09
"Target Field",2021,9792,208,38544,25.4
"Target Field",2024,30957,156,38544,80.32
"Target Field",2024,23217,146,38544,60.24
"Target Field",2021,20744,249,38544,53.82
"Target Field",2021,17643,232,38544,45.77
"Target Field",2024,13849,152,38544,35.93
"Target Field",2022,24643,137,38544,63.93
"Target Field",2021,26186,172,38544,67.94
"Target Field",2024,20712,192,38544,53.74
"Target Field",2024,25885,142,38544,67.16
"Target Field",2021,29342,167,38544,76.13
"Target Field",2024,28605,154,38544,74.21
"Target Field",2023,33419,165,38544,86.7
"Target Field",2022,18711,206,38544,48.54
"Target Field",2024,14445,144,38544,37.48
"Target Field",2023,16627,159,38544,43.14
"Target Field",2023,12078,159,38544,31.34
"Target Field",2022,23397,191,38544,60.7
"Target Field",2021,23158,162,38544,60.08
"Target Field",2024,11223,166,38544,29.12
"Target Field",2022,16918,200,38544,43.89
"Target Field",2024,27170,141,38544,70.49
"Target Field",2024,27560,152,38544,71.5
"Target Field",2022,16197,230,38544,42.02
"Target Field",2022,17657,185,38544,45.81
"Target Field",2022,11803,185,38544,30.62
"Target Field",2023,12469,153,38544,32.35
"Target Field",2021,16892,166,38544,43.83
"Target Field",2021,10574,159,38544,27.43
"Target Field",2024,35183,140,38544,91.28
"Target Field",2022,22272,175,38544,57.78
"Target Field",2021,17713,226,38544,45.96
"Target Field",2023,18342,172,38544,47.59
"Target Field",2021,8431,191,38544,21.87
"Target Field",2024,17342,165,38544,44.99
"Target Field",2022,25285,207,38544,65.6
"Target Field",2023,26950,126,38544,69.92
"Target Field",2021,18444,184,38544,47.85
"Target Field",2022,18595,216,38544,48.24
"Target Field",2021,23125,194,38544,60
"Target Field",2023,24431,250,38544,63.38
"Target Field",2024,15174,157,38544,39.37
"Target Field",2022,22341,226,38544,57.96
"Target Field",2023,29111,170,38544,75.53
"Target Field",2023,30150,156,38544,78.22
"Target Field",2022,25350,197,38544,65.77
"Target Field",2021,16329,183,38544,42.36
"Target Field",2022,37183,182,38544,96.47
"Target Field",2021,8530,189,38544,22.13
"Target Field",2023,12862,142,38544,33.37
"Target Field",2022,35462,173,38544,92
"Target Field",2023,25843,162,38544,67.05
"Target Field",2023,30687,170,38544,79.62
"Target Field",2022,28048,186,38544,72.77
"Target Field",2021,15509,214,38544,40.24
"Target Field",2022,17509,164,38544,45.43
"Target Field",2021,18905,137,38544,49.05
"Target Field",2022,19850,158,38544,51.5
"Target Field",2023,32724,176,38544,84.9
"Target Field",2023,20323,156,38544,52.73
"Target Field",2024,36327,182,38544,94.25
"Target Field",2024,20064,147,38544,52.05
"Target Field",2021,17728,211,38544,45.99
"Target Field",2024,18974,156,38544,49.23
"Target Field",2021,17530,314,38544,45.48
"Target Field",2024,21857,155,38544,56.71
"Target Field",2023,26818,153,38544,69.58
"Target Field",2024,28881,151,38544,74.93
"Target Field",2023,23629,138,38544,61.3
"Target Field",2022,22741,210,38544,59
"Target Field",2024,22154,159,38544,57.48
"Target Field",2021,9817,194,38544,25.47
"Target Field",2022,20618,181,38544,53.49
"Target Field",2024,20200,198,38544,52.41
"Target Field",2024,14384,129,38544,37.32
"Target Field",2022,20375,225,38544,52.86
"Target Field",2024,22173,150,38544,57.53
"Target Field",2022,17882,173,38544,46.39
"Target Field",2024,26041,142,38544,67.56
"Target Field",2021,17858,168,38544,46.33
"Target Field",2021,7074,151,38544,18.35
"Target Field",2021,21784,148,38544,56.52
"Target Field",2022,26155,221,38544,67.86
"Target Field",2023,30037,162,38544,77.93
"Target Field",2024,21983,167,38544,57.03
"Target Field",2022,22627,174,38544,58.7
"Target Field",2023,18467,171,38544,47.91
"Target Field",2023,22969,157,38544,59.59
"Target Field",2024,28056,153,38544,72.79
"Target Field",2022,25540,161,38544,66.26
"Target Field",2024,35595,177,38544,92.35
"Target Field",2022,24802,174,38544,64.35
"Target Field",2024,27917,175,38544,72.43
"Target Field",2022,21781,207,38544,56.51
"Target Field",2024,18162,164,38544,47.12
"Target Field",2022,23761,178,38544,61.65
"Target Field",2024,21998,155,38544,57.07
"Target Field",2023,23822,185,38544,61.8
"Target Field",2023,20790,160,38544,53.94
"Target Field",2023,25033,140,38544,64.95
"Target Field",2024,18311,149,38544,47.51
"Target Field",2024,28129,201,38544,72.98
"Target Field",2024,17341,256,38544,44.99
"Target Field",2023,27170,140,38544,70.49
"Target Field",2021,9504,228,38544,24.66
"Target Field",2022,22003,177,38544,57.09
"Target Field",2023,16788,154,38544,43.56
"Target Field",2022,22286,180,38544,57.82
"Target Field",2021,21030,206,38544,54.56
"Target Field",2021,19147,191,38544,49.68
"Target Field",2022,24929,174,38544,64.68
"Target Field",2021,15319,126,38544,39.74
"Target Field",2022,16595,169,38544,43.05
"Target Field",2024,24623,146,38544,63.88
"Target Field",2023,34044,148,38544,88.33
"Target Field",2021,6724,197,38544,17.44
"Target Field",2021,15622,223,38544,40.53
"Target Field",2021,22467,201,38544,58.29
"Target Field",2023,23464,172,38544,60.88
"Target Field",2022,30959,169,38544,80.32
"Target Field",2024,17757,157,38544,46.07
"Target Field",2023,31339,140,38544,81.31
"Target Field",2021,20321,218,38544,52.72
"Target Field",2022,24424,168,38544,63.37
"Target Field",2024,31431,157,38544,81.55
"Target Field",2023,32270,172,38544,83.72
"Target Field",2023,24232,150,38544,62.87
"Target Field",2024,24863,196,38544,64.51
"Target Field",2024,19901,129,38544,51.63
"Target Field",2021,12212,171,38544,31.68
"Target Field",2021,8760,205,38544,22.73
"Target Field",2021,20280,202,38544,52.62
"Target Field",2022,23543,169,38544,61.08
"Target Field",2023,20520,180,38544,53.24
"Target Field",2022,24133,227,38544,62.61
"Target Field",2023,30894,159,38544,80.15
"Target Field",2021,7925,205,38544,20.56
"Target Field",2021,18767,200,38544,48.69
"Target Field",2024,33813,179,38544,87.73
"Target Field",2023,32006,170,38544,83.04
"Target Field",2021,8022,204,38544,20.81
"Target Field",2024,30801,149,38544,79.91
"Target Field",2022,24896,201,38544,64.59
"Target Field",2024,30084,181,38544,78.05
"Target Field",2023,34514,173,38544,89.54
"Target Field",2023,22081,170,38544,57.29
"Target Field",2021,19187,209,38544,49.78
"Target Field",2023,25061,166,38544,65.02
"Target Field",2021,22224,214,38544,57.66
"Target Field",2021,19664,189,38544,51.02
"Target Field",2023,29001,208,38544,75.24
"Target Field",2021,18437,177,38544,47.83
"Target Field",2023,11754,158,38544,30.5
"Target Field",2021,17817,243,38544,46.23
"Target Field",2023,25728,161,38544,66.75
"Target Field",2023,14763,133,38544,38.3
"Target Field",2021,9541,137,38544,24.75
"Target Field",2021,22370,168,38544,58.04
"Target Field",2021,17949,212,38544,46.57
"Target Field",2024,20893,137,38544,54.21
"Target Field",2023,22329,170,38544,57.93
"Target Field",2023,16153,143,38544,41.91
"Target Field",2022,26907,199,38544,69.81
"Target Field",2024,26058,169,38544,67.61
"Target Field",2023,19466,163,38544,50.5
"Target Field",2021,21186,213,38544,54.97
"Target Field",2022,14927,163,38544,38.73
"Target Field",2023,23045,189,38544,59.79
"Target Field",2024,41679,224,38544,108.13
"Target Field",2021,27183,198,38544,70.52
"Target Field",2022,22939,211,38544,59.51
"Target Field",2022,25604,215,38544,66.43
"Target Field",2023,23912,173,38544,62.04
"Target Field",2023,14316,153,38544,37.14
"Target Field",2023,27153,156,38544,70.45
"Target Field",2023,25144,145,38544,65.23
"Target Field",2022,27643,230,38544,71.72
"Target Field",2022,24578,174,38544,63.77
"Target Field",2021,21725,177,38544,56.36
"Target Field",2022,21841,220,38544,56.67
"Target Field",2021,23337,158,38544,60.55
"Target Field",2021,14260,192,38544,37
"Target Field",2021,19532,193,38544,50.67
"Target Field",2022,16156,190,38544,41.92
"Target Field",2024,35631,172,38544,92.44
"Target Field",2023,31025,167,38544,80.49
"Target Field",2022,27471,212,38544,71.27
"Target Field",2024,22542,150,38544,58.48
"Target Field",2023,22890,166,38544,59.39
"Target Field",2023,26330,147,38544,68.31
"Target Field",2024,12546,149,38544,32.55
"Target Field",2023,23365,154,38544,60.62
"Target Field",2024,17508,144,38544,45.42
"Target Field",2021,9396,211,38544,24.38
"Target Field",2024,15685,147,38544,40.69
"Target Field",2021,19496,211,38544,50.58
"Target Field",2021,9675,207,38544,25.1
"Target Field",2022,17018,191,38544,44.15
"Target Field",2023,18683,191,38544,48.47
"Target Field",2022,26646,212,38544,69.13
"Target Field",2021,17223,178,38544,44.68
"Target Field",2023,23333,153,38544,60.54
"Target Field",2021,9718,163,38544,25.21
"Target Field",2023,20169,190,38544,52.33
"Target Field",2024,28302,202,38544,73.43
"Target Field",2024,30558,156,38544,79.28
"Target Field",2021,17078,188,38544,44.31
"Target Field",2021,17254,185,38544,44.76
"Target Field",2023,26824,175,38544,69.59
"Target Field",2023,30673,158,38544,79.58
"Target Field",2022,14257,184,38544,36.99
"Target Field",2023,24778,160,38544,64.28
"Target Field",2021,20215,178,38544,52.45
"Target Field",2024,18875,188,38544,48.97
"Target Field",2024,29634,173,38544,76.88
"Target Field",2021,9997,182,38544,25.94
"Target Field",2023,26154,154,38544,67.85
"Target Field",2024,18130,146,38544,47.04
"Target Field",2021,19949,256,38544,51.76
"Target Field",2024,28018,144,38544,72.69
"Target Field",2024,25053,142,38544,65
"Target Field",2023,32222,143,38544,83.6
"Target Field",2023,22883,170,38544,59.37
"Target Field",2024,32774,163,38544,85.03
"Target Field",2023,29408,167,38544,76.3
"Target Field",2022,23394,190,38544,60.69
"Target Field",2023,23433,166,38544,60.8
"Target Field",2022,23093,181,38544,59.91
"Target Field",2024,31272,170,38544,81.13
"Target Field",2021,9778,180,38544,25.37
"Target Field",2024,29904,156,38544,77.58
"Target Field",2023,17658,157,38544,45.81
"Target Field",2022,19337,199,38544,50.17
"Target Field",2024,17024,143,38544,44.17
"Target Field",2021,18192,143,38544,47.2
"Target Field",2022,27195,185,38544,70.56
"Target Field",2024,20787,161,38544,53.93
"Target Field",2023,31221,168,38544,81
"Target Field",2022,20231,197,38544,52.49
"Target Field",2024,18640,151,38544,48.36
"Target Field",2023,25987,142,38544,67.42
"Target Field",2024,22235,158,38544,57.69
"Target Field",2024,38289,140,38544,99.34
"Truist Park",2024,37015,141,41084,90.1
"Truist Park",2021,35250,203,41084,85.8
"Truist Park",2024,38701,165,41084,94.2
"Truist Park",2022,35656,187,41084,86.79
"Truist Park",2024,38276,165,41084,93.17
"Truist Park",2021,28820,195,41084,70.15
"Truist Park",2021,41136,196,41084,100.13
"Truist Park",2023,42399,142,41084,103.2
"Truist Park",2024,33281,183,41084,81.01
"Truist Park",2024,36859,160,41084,89.72
"Truist Park",2021,11830,225,41084,28.79
"Truist Park",2021,27664,185,41084,67.34
"Truist Park",2024,42155,159,41084,102.61
"Truist Park",2024,34245,154,41084,83.35
"Truist Park",2021,39847,250,41084,96.99
"Truist Park",2021,39439,201,41084,96
"Truist Park",2022,37240,193,41084,90.64
"Truist Park",2021,40377,171,41084,98.28
"Truist Park",2023,42866,192,41084,104.34
"Truist Park",2023,36841,172,41084,89.67
"Truist Park",2024,34582,151,41084,84.17
"Truist Park",2022,42867,179,41084,104.34
"Truist Park",2023,40932,152,41084,99.63
"Truist Park",2021,35586,174,41084,86.62
"Truist Park",2023,40695,150,41084,99.05
"Truist Park",2024,35113,163,41084,85.47
"Truist Park",2021,28405,201,41084,69.14
"Truist Park",2021,40868,153,41084,99.47
"Truist Park",2021,34454,191,41084,83.86
"Truist Park",2023,41777,150,41084,101.69
"Truist Park",2024,40810,150,41084,99.33
"Truist Park",2024,37538,207,41084,91.37
"Truist Park",2023,42665,144,41084,103.85
"Truist Park",2023,41992,146,41084,102.21
"Truist Park",2021,33203,146,41084,80.82
"Truist Park",2023,41397,170,41084,100.76
"Truist Park",2024,32327,161,41084,78.69
"Truist Park",2022,40545,181,41084,98.69
"Truist Park",2023,39216,151,41084,95.45
"Truist Park",2021,37616,193,41084,91.56
"Truist Park",2021,33850,204,41084,82.39
"Truist Park",2024,37203,160,41084,90.55
"Truist Park",2022,38478,172,41084,93.66
"Truist Park",2024,34401,139,41084,83.73
"Truist Park",2021,38526,194,41084,93.77
"Truist Park",2024,40693,150,41084,99.05
"Truist Park",2024,40186,174,41084,97.81
"Truist Park",2021,40068,171,41084,97.53
"Truist Park",2023,40884,143,41084,99.51
"Truist Park",2023,40205,174,41084,97.86
"Truist Park",2023,40262,150,41084,98
"Truist Park",2024,33654,172,41084,81.92
"Truist Park",2024,32672,151,41084,79.52
"Truist Park",2023,38555,153,41084,93.84
"Truist Park",2024,39043,165,41084,95.03
"Truist Park",2023,38791,149,41084,94.42
"Truist Park",2021,39558,173,41084,96.29
"Truist Park",2024,41696,167,41084,101.49
"Truist Park",2022,34183,169,41084,83.2
"Truist Park",2021,40514,225,41084,98.61
"Truist Park",2024,40230,152,41084,97.92
"Truist Park",2021,22619,170,41084,55.06
"Truist Park",2023,40452,134,41084,98.46
"Truist Park",2022,29339,210,41084,71.41
"Truist Park",2021,28829,164,41084,70.17
"Truist Park",2023,36744,143,41084,89.44
"Truist Park",2021,12036,231,41084,29.3
"Truist Park",2023,40151,169,41084,97.73
"Truist Park",2022,37449,171,41084,91.15
"Truist Park",2024,37230,143,41084,90.62
"Truist Park",2021,38203,204,41084,92.99
"Truist Park",2021,20544,194,41084,50
"Truist Park",2021,21667,156,41084,52.74
"Truist Park",2022,36718,152,41084,89.37
"Truist Park",2021,14394,170,41084,35.04
"Truist Park",2024,38950,160,41084,94.81
"Truist Park",2023,43344,164,41084,105.5
"Truist Park",2022,38233,194,41084,93.06
"Truist Park",2022,38440,222,41084,93.56
"Truist Park",2021,33469,158,41084,81.46
"Truist Park",2024,37042,170,41084,90.16
"Truist Park",2023,42803,194,41084,104.18
"Truist Park",2022,42161,192,41084,102.62
"Truist Park",2021,11739,204,41084,28.57
"Truist Park",2024,41744,152,41084,101.61
"Truist Park",2023,40174,164,41084,97.79
"Truist Park",2024,33533,114,41084,81.62
"Truist Park",2022,38932,207,41084,94.76
"Truist Park",2022,36307,195,41084,88.37
"Truist Park",2021,29238,166,41084,71.17
"Truist Park",2021,19661,195,41084,47.86
"Truist Park",2024,41181,173,41084,100.24
"Truist Park",2023,40799,142,41084,99.31
"Truist Park",2024,37853,148,41084,92.14
"Truist Park",2022,41219,162,41084,100.33
"Truist Park",2023,40533,175,41084,98.66
"Truist Park",2022,42217,263,41084,102.76
