"Stadium_Name","Year","Spectator_Count","Game_Length"
"Progressive Field",2021,0,200
"Minute Maid Park",2021,0,180
"Target Field",2021,0,206
"Safeco Field",2021,0,170
"Tropicana Field",2021,0,199
"Globe Life Field in Arlington",2021,0,235
"Dodger Stadium",2021,0,220
"Marlins Park",2021,0,185
"Miller Park",2021,0,228
"Citi Field",2021,0,207
"Petco Park",2021,0,193
"Oracle Park",2021,0,173
"Oriole Park at Camden Yards",2021,0,227
"Fenway Park",2021,0,215
"Minute Maid Park",2021,0,218
"Target Field",2021,0,249
"Safeco Field",2021,0,212
"Tropicana Field",2021,0,152
"Globe Life Field in Arlington",2021,0,159
"Chase Field",2021,0,189
"Truist Park",2021,0,226
"Great American Ballpark",2021,0,209
"Coors Field",2021,0,197
"Citizens Bank Park",2021,0,155
"Citizens Bank Park",2021,0,141
"PNC Park",2021,0,210
"Busch Stadium III",2021,0,202
"Nationals Park",2021,0,255
"Angel Stadium of Anaheim",2021,0,187
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,187
"Kauffman Stadium",2021,0,181
"Yankee Stadium II",2021,0,183
"Oakland-Alameda County Coliseum",2021,0,178
"Sahlen Field",2021,0,178
"Chase Field",2021,0,195
"Truist Park",2021,0,153
"Great American Ballpark",2021,0,277
"Coors Field",2021,0,176
"Citizens Bank Park",2021,0,210
"PNC Park",2021,0,229
"Busch Stadium III",2021,0,156
"Nationals Park",2021,0,217
"Angel Stadium of Anaheim",2021,0,200
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,171
"Comerica Park",2021,0,115
"Comerica Park",2021,0,176
"Kauffman Stadium",2021,0,183
"Yankee Stadium II",2021,0,163
"Oakland-Alameda County Coliseum",2021,0,191
"Chase Field",2021,0,189
"Truist Park",2021,0,191
"Great American Ballpark",2021,0,201
"Coors Field",2021,0,212
"Citizens Bank Park",2021,0,208
"PNC Park",2021,0,229
"Busch Stadium III",2021,0,182
"Nationals Park",2021,0,220
"Angel Stadium of Anaheim",2021,0,200
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,148
"Comerica Park",2021,0,150
"Kauffman Stadium",2021,0,186
"Yankee Stadium II",2021,0,224
"Oakland-Alameda County Coliseum",2021,0,175
"Sahlen Field",2021,0,108
"Sahlen Field",2021,0,111
"Chase Field",2021,0,205
"Great American Ballpark",2021,0,285
"Dodger Stadium",2021,0,225
"Busch Stadium III",2021,0,180
"Nationals Park",2021,0,173
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,165
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,114
"Comerica Park",2021,0,205
"Minute Maid Park",2021,0,205
"Oakland-Alameda County Coliseum",2021,0,171
"Tropicana Field",2021,0,189
"Sahlen Field",2021,0,212
"Chase Field",2021,0,191
"Truist Park",2021,0,170
"Great American Ballpark",2021,0,193
"Coors Field",2021,0,196
"Dodger Stadium",2021,0,202
"Miller Park",2021,0,191
"Busch Stadium III",2021,0,223
"Nationals Park",2021,0,176
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,214
"Comerica Park",2021,0,153
"Minute Maid Park",2021,0,193
"Yankee Stadium II",2021,0,226
"Oakland-Alameda County Coliseum",2021,0,181
"Tropicana Field",2021,0,180
"Chase Field",2021,0,204
"Truist Park",2021,0,156
"Truist Park",2021,0,126
"Great American Ballpark",2021,0,179
"Coors Field",2021,0,155
"Dodger Stadium",2021,0,178
"Miller Park",2021,0,186
"Busch Stadium III",2021,0,249
"Nationals Park",2021,0,202
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,195
"Comerica Park",2021,0,147
"Minute Maid Park",2021,0,187
"Yankee Stadium II",2021,0,257
"Tropicana Field",2021,0,171
"Sahlen Field",2021,0,174
"Dodger Stadium",2021,0,187
"Marlins Park",2021,0,238
"Citizens Bank Park",2021,0,189
"Busch Stadium III",2021,0,169
"Fenway Park",2021,0,228
"Progressive Field",2021,0,219
"Comerica Park",2021,0,182
"Target Field",2021,0,158
"Safeco Field",2021,0,203
"Wrigley Field",2021,0,191
"Great American Ballpark",2021,0,223
"Dodger Stadium",2021,0,246
"Marlins Park",2021,0,205
"Miller Park",2021,0,180
"Citi Field",2021,0,153
"Citizens Bank Park",2021,0,190
"Oracle Park",2021,0,208
"Oriole Park at Camden Yards",2021,0,167
"Fenway Park",2021,0,206
"Progressive Field",2021,0,185
"Minute Maid Park",2021,0,195
"Kauffman Stadium",2021,0,170
"Target Field",2021,0,187
"Safeco Field",2021,0,197
"Wrigley Field",2021,0,195
"Great American Ballpark",2021,0,175
"Dodger Stadium",2021,0,158
"Marlins Park",2021,0,178
"Miller Park",2021,0,190
"Citi Field",2021,0,213
"Citizens Bank Park",2021,0,211
"Oracle Park",2021,0,207
"Oriole Park at Camden Yards",2021,0,161
"Fenway Park",2021,0,182
"Progressive Field",2021,0,179
"Minute Maid Park",2021,0,190
"Kauffman Stadium",2021,0,203
"Target Field",2021,0,154
"Safeco Field",2021,0,206
"Wrigley Field",2021,0,193
"Great American Ballpark",2021,0,244
"Dodger Stadium",2021,0,199
"Marlins Park",2021,0,184
"Miller Park",2021,0,193
"Citi Field",2021,0,198
"Citizens Bank Park",2021,0,150
"Oracle Park",2021,0,174
"Oriole Park at Camden Yards",2021,0,198
"Fenway Park",2021,0,170
"Progressive Field",2021,0,166
"Minute Maid Park",2021,0,179
"Kauffman Stadium",2021,0,142
"Target Field",2021,0,162
"Safeco Field",2021,0,187
"Wrigley Field",2021,0,240
"Citi Field",2021,0,132
"Citi Field",2021,0,131
"Citizens Bank Park",2021,0,217
"Angel Stadium of Anaheim",2021,0,196
"Fenway Park",2021,0,197
"Kauffman Stadium",2021,0,156
"Target Field",2021,0,226
"Safeco Field",2021,0,234
"Wrigley Field",2021,0,192
"Citi Field",2021,0,190
"Citizens Bank Park",2021,0,194
"PNC Park",2021,0,174
"Petco Park",2021,0,188
"Oracle Park",2021,0,169
"Angel Stadium of Anaheim",2021,0,233
"Oriole Park at Camden Yards",2021,0,186
"Progressive Field",2021,0,171
"Kauffman Stadium",2021,0,155
"Target Field",2021,0,232
"Safeco Field",2021,0,206
"Tropicana Field",2021,0,218
"Globe Life Field in Arlington",2021,0,188
"Wrigley Field",2021,0,217
"Citi Field",2021,0,181
"PNC Park",2021,0,181
"Petco Park",2021,0,208
"Oracle Park",2021,0,190
"Angel Stadium of Anaheim",2021,0,218
"Oriole Park at Camden Yards",2021,0,212
"Fenway Park",2021,0,156
"Fenway Park",2021,0,147
"Progressive Field",2021,0,188
"Kauffman Stadium",2021,0,186
"Target Field",2021,0,243
"Safeco Field",2021,0,254
"Tropicana Field",2021,0,205
"Globe Life Field in Arlington",2021,0,162
"Wrigley Field",2021,0,192
"Citi Field",2021,0,173
"Citizens Bank Park",2021,0,126
"Citizens Bank Park",2021,0,198
"PNC Park",2021,0,187
"Petco Park",2021,0,173
"Oracle Park",2021,0,165
"Angel Stadium of Anaheim",2021,0,194
"Fenway Park",2021,0,204
"Comerica Park",2021,0,155
"Kauffman Stadium",2021,0,166
"Tropicana Field",2021,0,179
"Chase Field",2021,0,273
"Truist Park",2021,0,217
"Marlins Park",2021,0,197
"Citi Field",2021,0,182
"PNC Park",2021,0,213
"Petco Park",2021,0,197
"Oracle Park",2021,0,238
"Busch Stadium III",2021,0,165
"Nationals Park",2021,0,167
"Angel Stadium of Anaheim",2021,0,198
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,222
"Comerica Park",2021,0,172
"Tropicana Field",2021,0,191
"Globe Life Field in Arlington",2021,0,197
"Rogers Centre",2021,0,170
"Chase Field",2021,0,213
"Truist Park",2021,0,207
"Marlins Park",2021,0,205
"Citi Field",2021,0,202
"PNC Park",2021,0,179
"Petco Park",2021,0,193
"Oracle Park",2021,0,191
"Busch Stadium III",2021,0,178
"Nationals Park",2021,0,196
"Angel Stadium of Anaheim",2021,0,163
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,217
"Comerica Park",2021,0,179
"Tropicana Field",2021,0,214
"Globe Life Field in Arlington",2021,0,199
"Rogers Centre",2021,0,139
"Chase Field",2021,0,193
"Truist Park",2021,0,158
"Marlins Park",2021,0,184
"Citi Field",2021,0,186
"PNC Park",2021,0,224
"Petco Park",2021,0,182
"Oracle Park",2021,0,181
"Busch Stadium III",2021,0,181
"Nationals Park",2021,0,200
"Angel Stadium of Anaheim",2021,0,188
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,165
"Comerica Park",2021,0,176
"Tropicana Field",2021,0,171
"Globe Life Field in Arlington",2021,0,185
"Rogers Centre",2021,0,176
"Chase Field",2021,0,244
"Marlins Park",2021,0,191
"Miller Park",2021,0,210
"Nationals Park",2021,0,196
"Yankee Stadium II",2021,0,192
"Tropicana Field",2021,0,200
"Globe Life Field in Arlington",2021,0,149
"Rogers Centre",2021,0,194
"Chase Field",2021,0,190
"Great American Ballpark",2021,0,217
"Coors Field",2021,0,184
"Dodger Stadium",2021,0,203
"Marlins Park",2021,0,163
"Miller Park",2021,0,246
"Busch Stadium III",2021,0,159
"Nationals Park",2021,0,155
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,164
"Comerica Park",2021,0,204
"Yankee Stadium II",2021,0,184
"Oakland-Alameda County Coliseum",2021,0,200
"Tropicana Field",2021,0,192
"Globe Life Field in Arlington",2021,0,203
"Rogers Centre",2021,0,166
"Chase Field",2021,0,211
"Great American Ballpark",2021,0,195
"Coors Field",2021,0,184
"Dodger Stadium",2021,0,190
"Marlins Park",2021,0,213
"Miller Park",2021,0,196
"Busch Stadium III",2021,0,208
"Nationals Park",2021,0,190
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,194
"Comerica Park",2021,0,200
"Yankee Stadium II",2021,0,176
"Oakland-Alameda County Coliseum",2021,0,203
"Tropicana Field",2021,0,159
"Globe Life Field in Arlington",2021,0,173
"Rogers Centre",2021,0,196
"Chase Field",2021,0,220
"Great American Ballpark",2021,0,197
"Coors Field",2021,0,190
"Marlins Park",2021,0,218
"Busch Stadium III",2021,0,210
"Nationals Park",2021,0,223
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,178
"Comerica Park",2021,0,194
"Minute Maid Park",2021,0,194
"Yankee Stadium II",2021,0,193
"Globe Life Field in Arlington",2021,0,179
"Rogers Centre",2021,0,145
"Truist Park",2021,0,191
"Wrigley Field",2021,0,267
"Great American Ballpark",2021,0,161
"Coors Field",2021,0,171
"Dodger Stadium",2021,0,241
"Miller Park",2021,0,188
"Citizens Bank Park",2021,0,196
"Petco Park",2021,0,189
"Busch Stadium III",2021,0,169
"Oriole Park at Camden Yards",2021,0,227
"Progressive Field",2021,0,191
"Minute Maid Park",2021,0,234
"Yankee Stadium II",2021,0,256
"Oakland-Alameda County Coliseum",2021,0,210
"Rogers Centre",2021,0,214
"Truist Park",2021,0,181
"Wrigley Field",2021,0,190
"Great American Ballpark",2021,0,195
"Coors Field",2021,0,197
"Dodger Stadium",2021,0,185
"Miller Park",2021,0,266
"Citizens Bank Park",2021,0,215
"Petco Park",2021,0,198
"Busch Stadium III",2021,0,187
"Oriole Park at Camden Yards",2021,0,182
"Progressive Field",2021,0,159
"Minute Maid Park",2021,0,175
"Yankee Stadium II",2021,0,191
"Oakland-Alameda County Coliseum",2021,0,184
"Rogers Centre",2021,0,115
"Rogers Centre",2021,0,179
"Truist Park",2021,0,162
"Wrigley Field",2021,0,186
"Great American Ballpark",2021,0,172
"Coors Field",2021,0,186
"Dodger Stadium",2021,0,178
"Miller Park",2021,0,169
"Citizens Bank Park",2021,0,140
"Petco Park",2021,0,163
"Busch Stadium III",2021,0,223
"Oriole Park at Camden Yards",2021,0,212
"Progressive Field",2021,0,182
"Minute Maid Park",2021,0,247
"Yankee Stadium II",2021,0,228
"Oakland-Alameda County Coliseum",2021,0,180
"Rogers Centre",2021,0,244
"Petco Park",2021,0,186
"Progressive Field",2021,0,189
"Kauffman Stadium",2021,0,292
"Target Field",2021,0,168
"Truist Park",2021,0,182
"Wrigley Field",2021,0,158
"Wrigley Field",2021,0,175
"Citi Field",2021,0,217
"Citizens Bank Park",2021,0,215
"PNC Park",2021,0,171
"Petco Park",2021,0,204
"Oracle Park",2021,0,190
"Angel Stadium of Anaheim",2021,0,163
"Angel Stadium of Anaheim",2021,0,143
"Oriole Park at Camden Yards",2021,0,193
"Fenway Park",2021,0,208
"Progressive Field",2021,0,222
"Minute Maid Park",2021,0,208
"Kauffman Stadium",2021,0,183
"Target Field",2021,0,163
"Safeco Field",2021,0,208
"Truist Park",2021,0,238
"Wrigley Field",2021,0,178
"Citizens Bank Park",2021,0,230
"PNC Park",2021,0,172
"Petco Park",2021,0,187
"Oracle Park",2021,0,194
"Angel Stadium of Anaheim",2021,0,183
"Oriole Park at Camden Yards",2021,0,181
"Fenway Park",2021,0,197
"Progressive Field",2021,0,194
"Minute Maid Park",2021,0,184
"Kauffman Stadium",2021,0,202
"Target Field",2021,0,168
"Safeco Field",2021,0,192
"Chase Field",2021,0,222
"Truist Park",2021,0,192
"Wrigley Field",2021,0,240
"Citi Field",2021,0,148
"Citi Field",2021,0,166
"Citizens Bank Park",2021,0,190
"PNC Park",2021,0,219
"Oracle Park",2021,0,164
"Angel Stadium of Anaheim",2021,0,188
"Oriole Park at Camden Yards",2021,0,180
"Fenway Park",2021,0,179
"Field of Dreams",2021,0,209
"Progressive Field",2021,0,207
"Safeco Field",2021,0,128
"Chase Field",2021,0,186
"Marlins Park",2021,0,254
"Citi Field",2021,0,258
"Citizens Bank Park",2021,0,178
"Oracle Park",2021,0,193
"Nationals Park",2021,0,182
"Angel Stadium of Anaheim",2021,0,171
"Fenway Park",2021,0,185
"Comerica Park",2021,0,177
"Kauffman Stadium",2021,0,188
"Target Field",2021,0,194
"Safeco Field",2021,0,180
"Globe Life Field in Arlington",2021,0,182
"Chase Field",2021,0,151
"Marlins Park",2021,0,183
"Citi Field",2021,0,201
"Citizens Bank Park",2021,0,158
"PNC Park",2021,0,163
"PNC Park",2021,0,154
"Oracle Park",2021,0,187
"Nationals Park",2021,0,197
"Angel Stadium of Anaheim",2021,0,215
"Fenway Park",2021,0,192
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,260
"Comerica Park",2021,0,207
"Kauffman Stadium",2021,0,205
"Target Field",2021,0,171
"Safeco Field",2021,0,212
"Globe Life Field in Arlington",2021,0,175
"Chase Field",2021,0,199
"Marlins Park",2021,0,201
"Citi Field",2021,0,228
"Citizens Bank Park",2021,0,234
"PNC Park",2021,0,189
"Oracle Park",2021,0,173
"Nationals Park",2021,0,199
"Angel Stadium of Anaheim",2021,0,182
"Fenway Park",2021,0,187
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,228
"Comerica Park",2021,0,171
"Kauffman Stadium",2021,0,184
"Target Field",2021,0,201
"Safeco Field",2021,0,185
"Globe Life Field in Arlington",2021,0,159
"Great American Ballpark",2021,0,217
"Coors Field",2021,0,152
"Dodger Stadium",2021,0,170
"Marlins Park",2021,0,208
"Oracle Park",2021,0,203
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,196
"Kauffman Stadium",2021,0,186
"Target Field",2021,0,223
"Yankee Stadium II",2021,0,169
"Tropicana Field",2021,0,173
"Chase Field",2021,0,169
"Great American Ballpark",2021,0,165
"Coors Field",2021,0,177
"Dodger Stadium",2021,0,209
"Marlins Park",2021,0,153
"Oracle Park",2021,0,147
"Busch Stadium III",2021,0,195
"Nationals Park",2021,0,205
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,166
"Comerica Park",2021,0,210
"Kauffman Stadium",2021,0,165
"Target Field",2021,0,181
"Yankee Stadium II",2021,0,176
"Yankee Stadium II",2021,0,151
"Tropicana Field",2021,0,175
"Globe Life Field in Arlington",2021,0,176
"Chase Field",2021,0,177
"Great American Ballpark",2021,0,181
"Coors Field",2021,0,190
"Dodger Stadium",2021,0,154
"Marlins Park",2021,0,229
"Oracle Park",2021,0,242
"Busch Stadium III",2021,0,243
"Nationals Park",2021,0,199
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,200
"Comerica Park",2021,0,145
"Kauffman Stadium",2021,0,169
"Target Field",2021,0,256
"Yankee Stadium II",2021,0,221
"Tropicana Field",2021,0,189
"Globe Life Field in Arlington",2021,0,180
"Chase Field",2021,0,168
"Great American Ballpark",2021,0,163
"Dodger Stadium",2021,0,166
"Busch Stadium III",2021,0,201
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,177
"Comerica Park",2021,0,238
"Kauffman Stadium",2021,0,228
"Yankee Stadium II",2021,0,174
"Tropicana Field",2021,0,169
"Globe Life Field in Arlington",2021,0,242
"Wrigley Field",2021,0,175
"Great American Ballpark",2021,0,155
"Coors Field",2021,0,196
"Dodger Stadium",2021,0,159
"Miller Park",2021,0,189
"Petco Park",2021,0,218
"Busch Stadium III",2021,0,174
"Oriole Park at Camden Yards",2021,0,149
"Fenway Park",2021,0,193
"Progressive Field",2021,0,182
"Minute Maid Park",2021,0,185
"Yankee Stadium II",2021,0,182
"Oakland-Alameda County Coliseum",2021,0,186
"Tropicana Field",2021,0,229
"Rogers Centre",2021,0,186
"Wrigley Field",2021,0,182
"Great American Ballpark",2021,0,172
"Coors Field",2021,0,184
"Dodger Stadium",2021,0,196
"Miller Park",2021,0,258
"Petco Park",2021,0,223
"Busch Stadium III",2021,0,205
"Oriole Park at Camden Yards",2021,0,181
"Fenway Park",2021,0,205
"Progressive Field",2021,0,170
"Minute Maid Park",2021,0,202
"Yankee Stadium II",2021,0,184
"Oakland-Alameda County Coliseum",2021,0,213
"Tropicana Field",2021,0,147
"Rogers Centre",2021,0,137
"Wrigley Field",2021,0,205
"Great American Ballpark",2021,0,163
"Coors Field",2021,0,230
"Dodger Stadium",2021,0,197
"Miller Park",2021,0,233
"Petco Park",2021,0,200
"Busch Stadium III",2021,0,175
"Oriole Park at Camden Yards",2021,0,175
"BB&T Ballpark at Bowman Field",2021,0,167
"Minute Maid Park",2021,0,238
"Oakland-Alameda County Coliseum",2021,0,190
"Tropicana Field",2021,0,185
"Rogers Centre",2021,0,239
"Truist Park",2021,0,178
"Wrigley Field",2021,0,178
"PNC Park",2021,0,220
"Fenway Park",2021,0,224
"Minute Maid Park",2021,0,215
"Oakland-Alameda County Coliseum",2021,0,187
"Rogers Centre",2021,0,164
"Truist Park",2021,0,215
"Marlins Park",2021,0,196
"Miller Park",2021,0,226
"Citi Field",2021,0,196
"Citizens Bank Park",2021,0,177
"PNC Park",2021,0,166
"Petco Park",2021,0,203
"Busch Stadium III",2021,0,193
"Oriole Park at Camden Yards",2021,0,230
"Fenway Park",2021,0,249
"Progressive Field",2021,0,194
"Minute Maid Park",2021,0,201
"Oakland-Alameda County Coliseum",2021,0,189
"Rogers Centre",2021,0,192
"Wrigley Field",2021,0,129
"Wrigley Field",2021,0,258
"Marlins Park",2021,0,202
"Miller Park",2021,0,188
"Citi Field",2021,0,172
"Citizens Bank Park",2021,0,168
"PNC Park",2021,0,198
"Petco Park",2021,0,349
"Busch Stadium III",2021,0,200
"Oriole Park at Camden Yards",2021,0,202
"Fenway Park",2021,0,247
"Progressive Field",2021,0,176
"Minute Maid Park",2021,0,225
"Rogers Centre",2021,0,186
"Marlins Park",2021,0,205
"Miller Park",2021,0,180
"Citi Field",2021,0,187
"Citizens Bank Park",2021,0,234
"PNC Park",2021,0,187
"Petco Park",2021,0,181
"Oriole Park at Camden Yards",2021,0,187
"Fenway Park",2021,0,213
"Progressive Field",2021,0,192
"Oakland-Alameda County Coliseum",2021,0,223
"Safeco Field",2021,0,206
"Rogers Centre",2021,0,194
"Truist Park",2021,0,174
"Dodger Stadium",2021,0,190
"Marlins Park",2021,0,148
"Citi Field",2021,0,183
"Citizens Bank Park",2021,0,252
"PNC Park",2021,0,198
"Angel Stadium of Anaheim",2021,0,162
"Oriole Park at Camden Yards",2021,0,145
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,249
"Progressive Field",2021,0,178
"Comerica Park",2021,0,152
"Target Field",2021,0,202
"Oakland-Alameda County Coliseum",2021,0,207
"Safeco Field",2021,0,280
"Globe Life Field in Arlington",2021,0,195
"Truist Park",2021,0,173
"Dodger Stadium",2021,0,222
"Marlins Park",2021,0,180
"Citi Field",2021,0,182
"Citizens Bank Park",2021,0,177
"PNC Park",2021,0,225
"Angel Stadium of Anaheim",2021,0,215
"Oriole Park at Camden Yards",2021,0,170
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,165
"Progressive Field",2021,0,239
"Comerica Park",2021,0,219
"Target Field",2021,0,167
"Oakland-Alameda County Coliseum",2021,0,165
"Safeco Field",2021,0,193
"Globe Life Field in Arlington",2021,0,168
"Truist Park",2021,0,195
"Dodger Stadium",2021,0,201
"Marlins Park",2021,0,156
"Citi Field",2021,0,206
"Citizens Bank Park",2021,0,205
"PNC Park",2021,0,180
"Oriole Park at Camden Yards",2021,0,189
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,180
"Progressive Field",2021,0,202
"Comerica Park",2021,0,174
"Target Field",2021,0,172
"Oakland-Alameda County Coliseum",2021,0,192
"Safeco Field",2021,0,171
"Globe Life Field in Arlington",2021,0,192
"Chase Field",2021,0,215
"Great American Ballpark",2021,0,167
"Dodger Stadium",2021,0,180
"Oracle Park",2021,0,195
"Nationals Park",2021,0,217
"Angel Stadium of Anaheim",2021,0,190
"Comerica Park",2021,0,162
"Safeco Field",2021,0,215
"Tropicana Field",2021,0,200
"Globe Life Field in Arlington",2021,0,169
"Rogers Centre",2021,0,175
"Chase Field",2021,0,185
"Dodger Stadium",2021,0,175
"Citi Field",2021,0,125
"Oracle Park",2021,0,190
"Nationals Park",2021,0,230
"Angel Stadium of Anaheim",2021,0,192
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,177
"Comerica Park",2021,0,178
"Kauffman Stadium",2021,0,174
"Target Field",2021,0,214
"Safeco Field",2021,0,193
"Tropicana Field",2021,0,188
"Globe Life Field in Arlington",2021,0,196
"Rogers Centre",2021,0,175
"Chase Field",2021,0,196
"Great American Ballpark",2021,0,140
"Great American Ballpark",2021,0,168
"Dodger Stadium",2021,0,180
"Oracle Park",2021,0,225
"Angel Stadium of Anaheim",2021,0,170
