"Stadium_Name","Year","Spectator_Count","Game_Length"
"Busch Stadium III",2021,0,168
"Angel Stadium of Anaheim",2021,0,206
"Oriole Park at Camden Yards",2021,0,177
"Minute Maid Park",2021,0,210
"Kauffman Stadium",2021,0,209
"Yankee Stadium II",2021,0,184
"Oakland-Alameda County Coliseum",2021,0,160
"Globe Life Field in Arlington",2021,0,183
"Chase Field",2021,0,167
"PNC Park",2021,0,199
"Oracle Park",2021,0,167
"Oriole Park at Camden Yards",2021,0,165
"Minute Maid Park",2021,0,237
"Chase Field",2021,0,182
"Truist Park",2021,0,195
"Coors Field",2021,0,184
"Dodger Stadium",2021,0,174
"Miller Park",2021,0,235
"Citi Field",2021,0,193
"PNC Park",2021,0,188
"Oracle Park",2021,0,180
"Nationals Park",2021,0,238
"Fenway Park",2021,0,181
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,203
"Progressive Field",2021,0,176
"Comerica Park",2021,0,220
"Minute Maid Park",2021,0,153
"Tropicana Field",2021,0,170
"Chase Field",2021,0,161
"Truist Park",2021,0,162
"Coors Field",2021,0,189
"Coors Field",2021,0,175
"Dodger Stadium",2021,0,177
"Miller Park",2021,0,187
"Citi Field",2021,0,159
"PNC Park",2021,0,235
"Nationals Park",2021,0,226
"Fenway Park",2021,0,179
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,225
"Progressive Field",2021,0,230
"Comerica Park",2021,0,162
"Minute Maid Park",2021,0,172
"Tropicana Field",2021,0,156
"Chase Field",2021,0,175
"Truist Park",2021,0,194
"Coors Field",2021,0,216
"Miller Park",2021,0,211
"PNC Park",2021,0,172
"Nationals Park",2021,0,158
"Fenway Park",2021,0,174
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,211
"Comerica Park",2021,0,191
"Minute Maid Park",2021,0,224
"Safeco Field",2021,0,156
"Tropicana Field",2021,0,185
"Chase Field",2021,0,194
"Coors Field",2021,0,200
"Dodger Stadium",2021,0,198
"Miller Park",2021,0,203
"PNC Park",2021,0,200
"Petco Park",2021,0,248
"Oriole Park at Camden Yards",2021,0,175
"Fenway Park",2021,0,165
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,148
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,150
"Comerica Park",2021,0,151
"Minute Maid Park",2021,0,181
"Target Field",2021,0,180
"Safeco Field",2021,0,186
"Tropicana Field",2021,0,174
"TD Ballpark",2021,0,218
"Chase Field",2021,0,207
"Coors Field",2021,0,250
"Dodger Stadium",2021,0,191
"Miller Park",2021,0,174
"PNC Park",2021,0,216
"Petco Park",2021,0,211
"Oriole Park at Camden Yards",2021,0,183
"Fenway Park",2021,0,172
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,201
"Comerica Park",2021,0,246
"Minute Maid Park",2021,0,206
"Target Field",2021,0,171
"Safeco Field",2021,0,189
"Tropicana Field",2021,0,181
"TD Ballpark",2021,0,193
"Chase Field",2021,0,169
"Coors Field",2021,0,236
"Dodger Stadium",2021,0,203
"Miller Park",2021,0,225
"PNC Park",2021,0,193
"Petco Park",2021,0,212
"Oriole Park at Camden Yards",2021,0,193
"Fenway Park",2021,0,199
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,201
"Comerica Park",2021,0,172
"Minute Maid Park",2021,0,183
"Target Field",2021,0,213
"Safeco Field",2021,0,216
"Tropicana Field",2021,0,152
"TD Ballpark",2021,0,225
"Truist Park",2021,0,194
"Wrigley Field",2021,0,173
"Great American Ballpark",2021,0,182
"Dodger Stadium",2021,0,185
"Petco Park",2021,0,175
"Angel Stadium of Anaheim",2021,0,203
"Target Field",2021,0,191
"Safeco Field",2021,0,154
"Globe Life Field in Arlington",2021,0,158
"Truist Park",2021,0,156
"Wrigley Field",2021,0,202
"Great American Ballpark",2021,0,172
"Dodger Stadium",2021,0,170
"Citizens Bank Park",2021,0,214
"Petco Park",2021,0,220
"Busch Stadium III",2021,0,173
"Angel Stadium of Anaheim",2021,0,168
"Oriole Park at Camden Yards",2021,0,222
"Kauffman Stadium",2021,0,168
"Target Field",2021,0,228
"Oakland-Alameda County Coliseum",2021,0,189
"Safeco Field",2021,0,164
"Globe Life Field in Arlington",2021,0,211
"TD Ballpark",2021,0,196
"Truist Park",2021,0,170
"Wrigley Field",2021,0,228
"Great American Ballpark",2021,0,187
"Dodger Stadium",2021,0,176
"Citizens Bank Park",2021,0,182
"Petco Park",2021,0,172
"Busch Stadium III",2021,0,226
"Angel Stadium of Anaheim",2021,0,185
"Oriole Park at Camden Yards",2021,0,192
"Kauffman Stadium",2021,0,190
"Target Field",2021,0,155
"Oakland-Alameda County Coliseum",2021,0,198
"Safeco Field",2021,0,191
"Globe Life Field in Arlington",2021,0,142
"TD Ballpark",2021,0,187
"Truist Park",2021,0,223
"Wrigley Field",2021,0,187
"Great American Ballpark",2021,0,227
"Dodger Stadium",2021,0,174
"Citizens Bank Park",2021,0,188
"Angel Stadium of Anaheim",2021,0,115
"Angel Stadium of Anaheim",2021,0,169
"Oriole Park at Camden Yards",2021,0,194
"Oakland-Alameda County Coliseum",2021,0,206
"Globe Life Field in Arlington",2021,0,169
"TD Ballpark",2021,0,205
"Truist Park",2021,0,189
"Great American Ballpark",2021,0,209
"Coors Field",2021,0,165
"Marlins Park",2021,0,278
"Citizens Bank Park",2021,0,215
"Petco Park",2021,0,214
"Oracle Park",2021,0,175
"Busch Stadium III",2021,0,197
"Nationals Park",2021,0,176
"Angel Stadium of Anaheim",2021,0,195
"Progressive Field",2021,0,190
"Kauffman Stadium",2021,0,199
"Yankee Stadium II",2021,0,173
"Globe Life Field in Arlington",2021,0,248
"TD Ballpark",2021,0,266
"Truist Park",2021,0,171
"Great American Ballpark",2021,0,187
"Coors Field",2021,0,199
"Marlins Park",2021,0,182
"Citizens Bank Park",2021,0,220
"Petco Park",2021,0,186
"Oracle Park",2021,0,174
"Busch Stadium III",2021,0,167
"Nationals Park",2021,0,221
"Angel Stadium of Anaheim",2021,0,182
"Progressive Field",2021,0,214
"Kauffman Stadium",2021,0,208
"Yankee Stadium II",2021,0,186
"Globe Life Field in Arlington",2021,0,204
"TD Ballpark",2021,0,171
"Truist Park",2021,0,150
"Great American Ballpark",2021,0,210
"Coors Field",2021,0,200
"Marlins Park",2021,0,157
"Citizens Bank Park",2021,0,199
"Petco Park",2021,0,175
"Oracle Park",2021,0,186
"Busch Stadium III",2021,0,218
"Nationals Park",2021,0,194
"Angel Stadium of Anaheim",2021,0,201
"Progressive Field",2021,0,224
"Kauffman Stadium",2021,0,170
"Yankee Stadium II",2021,0,217
"Globe Life Field in Arlington",2021,0,219
"TD Ballpark",2021,0,183
"Marlins Park",2021,0,203
"Miller Park",2021,0,192
"Citi Field",2021,0,163
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,194
"Comerica Park",2021,0,211
"Target Field",2021,0,189
"Oakland-Alameda County Coliseum",2021,0,184
"TD Ballpark",2021,0,232
"Chase Field",2021,0,196
"Marlins Park",2021,0,169
"Miller Park",2021,0,186
"Citi Field",2021,0,184
"PNC Park",2021,0,179
"Nationals Park",2021,0,172
"Angel Stadium of Anaheim",2021,0,179
"Fenway Park",2021,0,186
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,203
"Comerica Park",2021,0,167
"Minute Maid Park",2021,0,207
"Target Field",2021,0,203
"Yankee Stadium II",2021,0,182
"Oakland-Alameda County Coliseum",2021,0,189
"Tropicana Field",2021,0,149
"Chase Field",2021,0,183
"Marlins Park",2021,0,209
"Miller Park",2021,0,184
"PNC Park",2021,0,174
"Nationals Park",2021,0,206
"Angel Stadium of Anaheim",2021,0,194
"Fenway Park",2021,0,176
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,199
"Comerica Park",2021,0,159
"Minute Maid Park",2021,0,185
"Target Field",2021,0,159
"Oakland-Alameda County Coliseum",2021,0,181
"Tropicana Field",2021,0,175
"Chase Field",2021,0,208
"Dodger Stadium",2021,0,146
"Marlins Park",2021,0,191
"Miller Park",2021,0,231
"Citi Field",2021,0,114
"Citi Field",2021,0,168
"PNC Park",2021,0,181
"Nationals Park",2021,0,127
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,198
"Comerica Park",2021,0,186
"Yankee Stadium II",2021,0,131
"Yankee Stadium II",2021,0,136
"Oakland-Alameda County Coliseum",2021,0,179
"Safeco Field",2021,0,155
"Tropicana Field",2021,0,158
"Chase Field",2021,0,208
"Wrigley Field",2021,0,177
"Dodger Stadium",2021,0,223
"Fenway Park",2021,0,127
"Progressive Field",2021,0,175
"Comerica Park",2021,0,214
"Minute Maid Park",2021,0,283
"Target Field",2021,0,192
"Oakland-Alameda County Coliseum",2021,0,171
"Safeco Field",2021,0,166
"Chase Field",2021,0,204
"Wrigley Field",2021,0,193
"Dodger Stadium",2021,0,218
"Citi Field",2021,0,207
"PNC Park",2021,0,153
"PNC Park",2021,0,123
"Nationals Park",2021,0,126
"Nationals Park",2021,0,180
"Fenway Park",2021,0,197
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,164
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,132
"Comerica Park",2021,0,174
"Minute Maid Park",2021,0,308
"Target Field",2021,0,184
"Oakland-Alameda County Coliseum",2021,0,177
"Safeco Field",2021,0,163
"Tropicana Field",2021,0,186
"Chase Field",2021,0,179
"Wrigley Field",2021,0,207
"Dodger Stadium",2021,0,187
"PNC Park",2021,0,216
"Nationals Park",2021,0,181
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,161
"Progressive Field",2021,0,125
"Progressive Field",2021,0,128
"Comerica Park",2021,0,186
"Minute Maid Park",2021,0,167
"Target Field",2021,0,199
"Oakland-Alameda County Coliseum",2021,0,200
"Safeco Field",2021,0,180
"Tropicana Field",2021,0,192
"Chase Field",2021,0,178
"Truist Park",2021,0,185
"Wrigley Field",2021,0,173
"Great American Ballpark",2021,0,173
"Dodger Stadium",2021,0,197
"Miller Park",2021,0,189
"Oracle Park",2021,0,178
"Oriole Park at Camden Yards",2021,0,173
"Progressive Field",2021,0,165
"Progressive Field",2021,0,141
"Minute Maid Park",2021,0,195
"Kauffman Stadium",2021,0,189
"Yankee Stadium II",2021,0,163
"Safeco Field",2021,0,211
"Chase Field",2021,0,207
"Truist Park",2021,0,234
"Wrigley Field",2021,0,172
"Great American Ballpark",2021,0,216
"Coors Field",2021,0,201
"Dodger Stadium",2021,0,213
"Miller Park",2021,0,217
"Oracle Park",2021,0,172
"Oriole Park at Camden Yards",2021,0,201
"Progressive Field",2021,0,180
"Minute Maid Park",2021,0,203
"Kauffman Stadium",2021,0,208
"Yankee Stadium II",2021,0,225
"Safeco Field",2021,0,213
"Sahlen Field",2021,0,165
"Chase Field",2021,0,192
"Truist Park",2021,0,204
"Wrigley Field",2021,0,196
"Coors Field",2021,0,169
"Dodger Stadium",2021,0,196
"Oriole Park at Camden Yards",2021,0,174
"Minute Maid Park",2021,0,177
"Yankee Stadium II",2021,0,218
"Safeco Field",2021,0,157
"Sahlen Field",2021,0,221
"Truist Park",2021,0,167
"Coors Field",2021,0,181
"Miller Park",2021,0,189
"PNC Park",2021,0,181
"Petco Park",2021,0,215
"Oracle Park",2021,0,185
"Busch Stadium III",2021,0,187
"Angel Stadium of Anaheim",2021,0,206
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,149
"Minute Maid Park",2021,0,187
"Kauffman Stadium",2021,0,182
"Yankee Stadium II",2021,0,178
"Truist Park",2021,0,225
"Coors Field",2021,0,223
"Miller Park",2021,0,160
"Citizens Bank Park",2021,0,176
"PNC Park",2021,0,202
"Petco Park",2021,0,187
"Oracle Park",2021,0,194
"Busch Stadium III",2021,0,206
"Angel Stadium of Anaheim",2021,0,162
"Oriole Park at Camden Yards",2021,0,170
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,207
"Kauffman Stadium",2021,0,196
"Yankee Stadium II",2021,0,169
"Globe Life Field in Arlington",2021,0,167
"Sahlen Field",2021,0,178
"Truist Park",2021,0,196
"Coors Field",2021,0,166
"Miller Park",2021,0,192
"Citizens Bank Park",2021,0,191
"PNC Park",2021,0,260
"Petco Park",2021,0,205
"Oracle Park",2021,0,184
"Busch Stadium III",2021,0,186
"Angel Stadium of Anaheim",2021,0,180
"Oriole Park at Camden Yards",2021,0,208
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,185
"Kauffman Stadium",2021,0,157
"Yankee Stadium II",2021,0,194
"Globe Life Field in Arlington",2021,0,163
"Sahlen Field",2021,0,170
"Truist Park",2021,0,201
"Coors Field",2021,0,179
"Miller Park",2021,0,184
"Citizens Bank Park",2021,0,246
"PNC Park",2021,0,160
"Petco Park",2021,0,197
"Oracle Park",2021,0,181
"Busch Stadium III",2021,0,230
"Angel Stadium of Anaheim",2021,0,237
"Oriole Park at Camden Yards",2021,0,190
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,156
"Kauffman Stadium",2021,0,179
"Yankee Stadium II",2021,0,229
"Globe Life Field in Arlington",2021,0,225
"Sahlen Field",2021,0,212
"Petco Park",2021,0,222
"Angel Stadium of Anaheim",2021,0,182
"Fenway Park",2021,0,218
"Great American Ballpark",2021,0,219
"Marlins Park",2021,0,165
"Citizens Bank Park",2021,0,225
"PNC Park",2021,0,175
"Petco Park",2021,0,171
"Busch Stadium III",2021,0,190
"Angel Stadium of Anaheim",2021,0,178
"Oriole Park at Camden Yards",2021,0,194
"Fenway Park",2021,0,208
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,214
"Comerica Park",2021,0,189
"Target Field",2021,0,212
"Oakland-Alameda County Coliseum",2021,0,164
"Tropicana Field",2021,0,201
"Globe Life Field in Arlington",2021,0,208
"Great American Ballpark",2021,0,197
"Marlins Park",2021,0,233
"Citizens Bank Park",2021,0,171
"PNC Park",2021,0,212
"Petco Park",2021,0,178
"Busch Stadium III",2021,0,179
"Angel Stadium of Anaheim",2021,0,173
"Oriole Park at Camden Yards",2021,0,163
"Fenway Park",2021,0,187
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,206
"Comerica Park",2021,0,223
"Target Field",2021,0,188
"Oakland-Alameda County Coliseum",2021,0,179
"Tropicana Field",2021,0,259
"Globe Life Field in Arlington",2021,0,208
"Great American Ballpark",2021,0,196
"Marlins Park",2021,0,183
"Citizens Bank Park",2021,0,210
"PNC Park",2021,0,170
"Fenway Park",2021,0,227
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,163
"Comerica Park",2021,0,201
"Target Field",2021,0,211
"Oakland-Alameda County Coliseum",2021,0,161
"Chase Field",2021,0,249
"Wrigley Field",2021,0,184
"Great American Ballpark",2021,0,189
"Dodger Stadium",2021,0,185
"Marlins Park",2021,0,203
"Miller Park",2021,0,202
"Citi Field",2021,0,180
"Nationals Park",2021,0,150
"Fenway Park",2021,0,211
"Progressive Field",2021,0,176
"Comerica Park",2021,0,192
"Target Field",2021,0,178
"Oakland-Alameda County Coliseum",2021,0,180
"Tropicana Field",2021,0,174
"Chase Field",2021,0,203
"Wrigley Field",2021,0,199
"Great American Ballpark",2021,0,182
"Dodger Stadium",2021,0,215
"Marlins Park",2021,0,167
"Miller Park",2021,0,214
"Citi Field",2021,0,163
"Citizens Bank Park",2021,0,242
"Nationals Park",2021,0,130
"Nationals Park",2021,0,185
"Fenway Park",2021,0,189
"Progressive Field",2021,0,221
"Comerica Park",2021,0,227
"Target Field",2021,0,200
"Oakland-Alameda County Coliseum",2021,0,198
"Tropicana Field",2021,0,180
"Chase Field",2021,0,185
"Wrigley Field",2021,0,154
"Great American Ballpark",2021,0,191
"Dodger Stadium",2021,0,195
"Marlins Park",2021,0,225
"Miller Park",2021,0,189
"Citi Field",2021,0,204
"Citizens Bank Park",2021,0,177
"Nationals Park",2021,0,169
"Fenway Park",2021,0,174
"Progressive Field",2021,0,197
"Comerica Park",2021,0,167
"Target Field",2021,0,191
"Oakland-Alameda County Coliseum",2021,0,188
"Tropicana Field",2021,0,168
"Coors Field",2021,0,157
"Dodger Stadium",2021,0,189
"Miller Park",2021,0,198
"Citi Field",2021,0,190
"Oracle Park",2021,0,179
"Busch Stadium III",2021,0,182
"Nationals Park",2021,0,175
"Fenway Park",2021,0,162
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,166
"Progressive Field",2021,0,166
"Kauffman Stadium",2021,0,212
"Oakland-Alameda County Coliseum",2021,0,203
"Safeco Field",2021,0,190
"Truist Park",2021,0,212
"Coors Field",2021,0,206
"Dodger Stadium",2021,0,203
"Miller Park",2021,0,195
"Citi Field",2021,0,185
"Oracle Park",2021,0,183
"Busch Stadium III",2021,0,174
"Nationals Park",2021,0,162
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,162
"Progressive Field",2021,0,201
"Minute Maid Park",2021,0,214
"Kauffman Stadium",2021,0,169
"Oakland-Alameda County Coliseum",2021,0,174
"Safeco Field",2021,0,173
"Sahlen Field",2021,0,211
"Truist Park",2021,0,250
"Coors Field",2021,0,207
"Dodger Stadium",2021,0,195
"Miller Park",2021,0,176
"Citi Field",2021,0,181
"Oracle Park",2021,0,216
"Busch Stadium III",2021,0,160
"Nationals Park",2021,0,179
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,204
"Progressive Field",2021,0,185
"Minute Maid Park",2021,0,181
"Kauffman Stadium",2021,0,197
"Oakland-Alameda County Coliseum",2021,0,176
"Safeco Field",2021,0,174
"Sahlen Field",2021,0,181
"Truist Park",2021,0,174
"Coors Field",2021,0,209
"Citi Field",2021,0,168
"Petco Park",2021,0,187
"Oracle Park",2021,0,174
"Angel Stadium of Anaheim",2021,0,179
"Progressive Field",2021,0,183
"Minute Maid Park",2021,0,165
"Safeco Field",2021,0,188
"Sahlen Field",2021,0,223
"Chase Field",2021,0,189
"Truist Park",2021,0,171
"Wrigley Field",2021,0,201
"Coors Field",2021,0,210
"PNC Park",2021,0,187
"Petco Park",2021,0,213
"Oracle Park",2021,0,182
"Nationals Park",2021,0,184
"Angel Stadium of Anaheim",2021,0,212
"Oriole Park at Camden Yards",2021,0,190
"Minute Maid Park",2021,0,166
"Kauffman Stadium",2021,0,200
"Yankee Stadium II",2021,0,183
"Safeco Field",2021,0,168
"Globe Life Field in Arlington",2021,0,224
"Chase Field",2021,0,186
"Wrigley Field",2021,0,187
"Coors Field",2021,0,220
"PNC Park",2021,0,194
"Petco Park",2021,0,204
"Oracle Park",2021,0,227
"Nationals Park",2021,0,167
"Nationals Park",2021,0,146
"Angel Stadium of Anaheim",2021,0,182
"Oriole Park at Camden Yards",2021,0,190
"Minute Maid Park",2021,0,190
"Kauffman Stadium",2021,0,179
"Yankee Stadium II",2021,0,194
"Safeco Field",2021,0,182
"Globe Life Field in Arlington",2021,0,162
"Chase Field",2021,0,219
"Truist Park",2021,0,136
"Truist Park",2021,0,118
"Wrigley Field",2021,0,172
"Coors Field",2021,0,215
"PNC Park",2021,0,151
"Petco Park",2021,0,180
"Oracle Park",2021,0,171
"Nationals Park",2021,0,169
"Angel Stadium of Anaheim",2021,0,243
"Oriole Park at Camden Yards",2021,0,185
"Minute Maid Park",2021,0,198
"Kauffman Stadium",2021,0,215
"Yankee Stadium II",2021,0,181
"Safeco Field",2021,0,188
"Globe Life Field in Arlington",2021,0,187
"Chase Field",2021,0,175
"Wrigley Field",2021,0,192
"Citi Field",2021,0,132
"Citi Field",2021,0,153
"Petco Park",2021,0,218
"Oriole Park at Camden Yards",2021,0,220
"Target Field",2021,0,314
"Globe Life Field in Arlington",2021,0,192
"Chase Field",2021,0,193
"Wrigley Field",2021,0,171
"Marlins Park",2021,0,154
"Citi Field",2021,0,182
"Citizens Bank Park",2021,0,232
"PNC Park",2021,0,170
"Petco Park",2021,0,189
"Angel Stadium of Anaheim",2021,0,173
"Oriole Park at Camden Yards",2021,0,175
"Comerica Park",2021,0,193
"Target Field",2021,0,209
"Yankee Stadium II",2021,0,218
"Safeco Field",2021,0,159
"Tropicana Field",2021,0,261
"Globe Life Field in Arlington",2021,0,200
"Chase Field",2021,0,208
"Marlins Park",2021,0,198
"Citi Field",2021,0,222
"Citizens Bank Park",2021,0,259
"PNC Park",2021,0,217
"Petco Park",2021,0,210
"Angel Stadium of Anaheim",2021,0,291
"Oriole Park at Camden Yards",2021,0,166
"Comerica Park",2021,0,192
"Yankee Stadium II",2021,0,220
"Safeco Field",2021,0,180
"Tropicana Field",2021,0,211
"Globe Life Field in Arlington",2021,0,163
"Great American Ballpark",2021,0,192
"Dodger Stadium",2021,0,192
"Marlins Park",2021,0,194
"Busch Stadium III",2021,0,190
"Comerica Park",2021,0,232
"Target Field",2021,0,178
"Yankee Stadium II",2021,0,183
"Tropicana Field",2021,0,182
"Globe Life Field in Arlington",2021,0,183
"Sahlen Field",2021,0,181
"Great American Ballpark",2021,0,183
"Dodger Stadium",2021,0,222
"Marlins Park",2021,0,201
"Miller Park",2021,0,261
"Citi Field",2021,0,183
"Citi Field",2021,0,152
"Petco Park",2021,0,211
"Oracle Park",2021,0,143
"Busch Stadium III",2021,0,226
"Fenway Park",2021,0,217
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,211
"Target Field",2021,0,166
"Tropicana Field",2021,0,173
"Globe Life Field in Arlington",2021,0,171
"Sahlen Field",2021,0,216
"Great American Ballpark",2021,0,155
"Dodger Stadium",2021,0,192
"Marlins Park",2021,0,164
"Miller Park",2021,0,220
"Citi Field",2021,0,185
"Petco Park",2021,0,215
"Oracle Park",2021,0,245
"Busch Stadium III",2021,0,176
"Fenway Park",2021,0,202
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,197
"Comerica Park",2021,0,126
"Comerica Park",2021,0,141
"Tropicana Field",2021,0,172
"Globe Life Field in Arlington",2021,0,207
"Sahlen Field",2021,0,171
"Great American Ballpark",2021,0,195
"Dodger Stadium",2021,0,162
"Marlins Park",2021,0,186
"Miller Park",2021,0,189
"Citi Field",2021,0,201
"Petco Park",2021,0,207
"Oracle Park",2021,0,177
"Busch Stadium III",2021,0,173
"Fenway Park",2021,0,189
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,173
"Comerica Park",2021,0,209
"Target Field",2021,0,178
"Tropicana Field",2021,0,206
"Globe Life Field in Arlington",2021,0,169
"Sahlen Field",2021,0,195
"Great American Ballpark",2021,0,198
"Coors Field",2021,0,182
"Dodger Stadium",2021,0,190
"Miller Park",2021,0,223
"Busch Stadium III",2021,0,213
"Nationals Park",2021,0,183
"Fenway Park",2021,0,182
"Progressive Field",2021,0,178
"Minute Maid Park",2021,0,259
"Yankee Stadium II",2021,0,186
"Truist Park",2021,0,195
"Great American Ballpark",2021,0,230
"Coors Field",2021,0,138
"Dodger Stadium",2021,0,180
"Miller Park",2021,0,220
"Citizens Bank Park",2021,0,205
"Busch Stadium III",2021,0,191
"Nationals Park",2021,0,154
"Fenway Park",2021,0,211
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,200
"Minute Maid Park",2021,0,233
"Yankee Stadium II",2021,0,211
"Oakland-Alameda County Coliseum",2021,0,161
"Sahlen Field",2021,0,188
"Truist Park",2021,0,201
"Great American Ballpark",2021,0,123
"Coors Field",2021,0,207
"Miller Park",2021,0,227
"Citizens Bank Park",2021,0,246
"Busch Stadium III",2021,0,200
"Nationals Park",2021,0,217
"Fenway Park",2021,0,175
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,184
"Progressive Field",2021,0,175
"Progressive Field",2021,0,147
"Minute Maid Park",2021,0,214
"Yankee Stadium II",2021,0,224
"Oakland-Alameda County Coliseum",2021,0,154
"Sahlen Field",2021,0,252
"Chase Field",2021,0,157
"Truist Park",2021,0,185
"Great American Ballpark",2021,0,232
"Coors Field",2021,0,167
"PNC Park",2021,0,217
"Nationals Park",2021,0,116
"Fenway Park",2021,0,188
"Guaranteed Rate Field;U.S. Cellular Field",2021,0,229
"Progressive Field",2021,0,184
"Oakland-Alameda County Coliseum",2021,0,172
"Sahlen Field",2021,0,203
"Chase Field",2021,0,220
"Truist Park",2021,0,204
"Great American Ballpark",2021,0,192
"Coors Field",2021,0,230
"Citizens Bank Park",2021,0,189
"PNC Park",2021,0,172
"Nationals Park",2021,0,196
"Angel Stadium of Anaheim",2021,0,206
"Progressive Field",2021,0,209
"Comerica Park",2021,0,211
"Kauffman Stadium",2021,0,198
"Oakland-Alameda County Coliseum",2021,0,184
"Safeco Field",2021,0,259
"Sahlen Field",2021,0,179
"Chase Field",2021,0,227
"Truist Park",2021,0,194
"Great American Ballpark",2021,0,178
"Coors Field",2021,0,203
"Citizens Bank Park",2021,0,170
"PNC Park",2021,0,225
"Nationals Park",2021,0,201
"Angel Stadium of Anaheim",2021,0,172
"Progressive Field",2021,0,204
"Comerica Park",2021,0,187
"Kauffman Stadium",2021,0,177
"Yankee Stadium II",2021,0,220
"Oakland-Alameda County Coliseum",2021,0,264
"Safeco Field",2021,0,192
"Sahlen Field",2021,0,165
"Chase Field",2021,0,163
"Truist Park",2021,0,248
"Great American Ballpark",2021,0,179
"Coors Field",2021,0,196
"Citizens Bank Park",2021,0,225
"PNC Park",2021,0,161
"Nationals Park",2021,0,217
"Angel Stadium of Anaheim",2021,0,184
"Progressive Field",2021,0,196
"Comerica Park",2021,0,205
"Kauffman Stadium",2021,0,191
"Yankee Stadium II",2021,0,196
"Yankee Stadium II",2021,0,134
"Oakland-Alameda County Coliseum",2021,0,172
"Safeco Field",2021,0,142
"Sahlen Field",2021,0,173
"Wrigley Field",2021,0,213
"Marlins Park",2021,0,228
"Citi Field",2021,0,178
"PNC Park",2021,0,211
"Petco Park",2021,0,224
"Oracle Park",2021,0,184
"Angel Stadium of Anaheim",2021,0,226
"Kauffman Stadium",2021,0,180
"Target Field",2021,0,218
"Tropicana Field",2021,0,219
"Globe Life Field in Arlington",2021,0,175
"Chase Field",2021,0,197
"Wrigley Field",2021,0,225
"Marlins Park",2021,0,274
"PNC Park",2021,0,200
"Petco Park",2021,0,205
"Oracle Park",2021,0,208
"Angel Stadium of Anaheim",2021,0,174
"Oriole Park at Camden Yards",2021,0,183
"Minute Maid Park",2021,0,195
"Kauffman Stadium",2021,0,212
"Target Field",2021,0,177
"Safeco Field",2021,0,217
"Globe Life Field in Arlington",2021,0,170
"Chase Field",2021,0,182
"Wrigley Field",2021,0,174
"Marlins Park",2021,0,226
"Citi Field",2021,0,165
"Citi Field",2021,0,146
"PNC Park",2021,0,248
"Petco Park",2021,0,212
"Oracle Park",2021,0,187
"Angel Stadium of Anaheim",2021,0,175
"Oriole Park at Camden Yards",2021,0,203
"Minute Maid Park",2021,0,178
"Kauffman Stadium",2021,0,189
"Target Field",2021,0,189
"Safeco Field",2021,0,182
"Tropicana Field",2021,0,133
"Tropicana Field",2021,0,124
"Globe Life Field in Arlington",2021,0,191
"Chase Field",2021,0,203
"Wrigley Field",2021,0,195
"Marlins Park",2021,0,185
"Miller Park",2021,0,196
"Petco Park",2021,0,220
"Progressive Field",2021,0,190
"Minute Maid Park",2021,0,172
"Target Field",2021,0,143
"Safeco Field",2021,0,147
"Wrigley Field",2021,0,237
"Dodger Stadium",2021,0,214
"Marlins Park",2021,0,181
"Miller Park",2021,0,170
"Citi Field",2021,0,207
"Petco Park",2021,0,180
"Oracle Park",2021,0,177
"Oriole Park at Camden Yards",2021,0,210
"Fenway Park",2021,0,224
"Progressive Field",2021,0,146
"Minute Maid Park",2021,0,194
"Target Field",2021,0,177
"Safeco Field",2021,0,211
"Tropicana Field",2021,0,211
"Globe Life Field in Arlington",2021,0,183
"Wrigley Field",2021,0,212
"Dodger Stadium",2021,0,199
"Marlins Park",2021,0,217
"Miller Park",2021,0,198
"Citi Field",2021,0,142
"Citi Field",2021,0,174
"Petco Park",2021,0,186
"Oracle Park",2021,0,207
"Oriole Park at Camden Yards",2021,0,204
"Fenway Park",2021,0,207
